orgnr,company_name,rank,is_fit_for_nivo,fit_confidence,blended_score,business_type,operating_model,reason_summary,triage_official_url,llm_triage_at
556618-4510,Mabema AB,400,true,0.6,64.7559,product_company,manufacturer,"Mabema AB focuses on high-quality machine vision systems, indicating a strong product offering with potential for repeat business in demanding industrial applications.",https://mabema.com,2026-03-25 15:36:09.189052+00:00
556574-2250,Bjärefågel i Torekow AB,404,true,0.6,64.7395,product_company,manufacturer,"Bjärefågel focuses on producing climate-certified chicken, indicating a strong product-led model with ethical and sustainable practices.",https://www.bjarefagel.se/,2026-03-25 15:36:09.189052+00:00
556340-7724,Pulverlack i Hedesunda AB,420,true,0.6,64.5983,service_company,unknown,"Pulverlack i Hedesunda AB provides high-quality powder coating and aluminum processing services, emphasizing modern operations and customer service. Their focus on quality positions them well in their niche.",https://www.pulverlackhedesunda.se/,2026-03-25 15:36:09.189052+00:00
556579-1349,Skogsmateriel-Nordforest Aktiebolag,429,true,0.6,64.471,product_company,brand_owner,"Skogsmateriel-Nordforest Aktiebolag offers high-quality forestry equipment, indicating a strong brand presence and potential for repeat purchases in a specialized market.",https://www.nordforest.com,2026-03-25 15:36:09.189052+00:00
556086-1535,Bröderna Hansson H-tryck Aktiebolag,441,true,0.6,64.3335,product_company,manufacturer,"Bröderna Hansson H-tryck AB specializes in high-quality printing services, indicating a product focus with potential for repeat business and scalability.",https://www.h-tryck.se,2026-03-25 15:36:09.189052+00:00
556574-6319,AQ ParkoPrint AB,443,true,0.6,64.2886,product_company,manufacturer,"AQ ParkoPrint AB is a global manufacturer of components for industrial customers, indicating a strong product focus with potential for scalability.",https://www.aqg.se,2026-03-25 15:36:09.189052+00:00
556671-1924,JustNu AB,447,true,0.6,64.2346,product_company,manufacturer,"JustNu AB is a leading printing chain in Sweden, indicating a product-led business with potential for repeat purchases and scalability.",https://www.justnu.se,2026-03-25 15:36:09.189052+00:00
556145-5246,Svarvmekano i Malmö Aktiebolag,477,true,0.6,63.9408,product_company,manufacturer,Svarvmekano i Malmö AB specializes in precision machining and offers various manufacturing services. Their focus on quality and modern technology indicates a product-led business model.,https://www.svarvmekano.se,2026-03-25 15:36:09.189052+00:00
556442-1484,Aktiebolaget Dalforsån,485,true,0.6,63.8902,product_company,manufacturer,"Aktiebolaget Dalforsån specializes in manufacturing rollers and heavy machinery components, indicating a product-led business model with potential for repeat purchases.",https://www.dalforsan.se,2026-03-25 15:36:09.189052+00:00
556123-9046,Götene Plast Aktiebolag,487,true,0.6,63.884,product_company,manufacturer,"Götene Plast AB is a leading company in injection molding, indicating a product-led business model with a focus on efficiency and quality.",https://goteneplast.se,2026-03-25 15:36:09.189052+00:00
556382-5198,Lövånger Elektronik Uppsala AB,389,true,0.55,61.8652,product_company,manufacturer,"Lövånger Elektronik Uppsala AB specializes in electronics production, indicating a solid product offering with potential for repeat business due to high quality and reliability.",https://www.leab.se,2026-03-25 15:36:09.189052+00:00
556586-2058,Älmhults Gjuteri AB,3,true,0.5,68.951,product_company,manufacturer,"Älmhults Gjuteri AB is involved in casting and processing, indicating a manufacturing focus with potential for repeat orders. However, being part of a larger group may dilute its standalone identity.",https://almhultsgjuteri.se,2026-03-25 15:36:09.189052+00:00
556285-0700,Jarl Sandin & Söner Guld och Silver Aktiebolag,319,true,0.5,59.6928,product_company,manufacturer,"Jarl Sandin & Söner is an established jeweler offering a range of jewelry and silver products, indicating a product-led business model. Their focus on quality and unique designs suggests differentiation and potential for repeat purchases.",https://jarlsandin.se,2026-03-25 15:36:09.189052+00:00
556215-1638,Fricweld Aktiebolag,322,true,0.5,59.6668,service_company,installer,"Fricweld specializes in friction welding services, indicating a niche service offering. Their focus on high-quality solutions tailored to customer needs suggests potential for repeat business, though it leans more towards service than product.",https://www.fricweld.se,2026-03-25 15:36:09.189052+00:00
556860-1057,VinnTer AB,390,true,0.5,58.8499,service_company,consultancy,"VinnTer AB provides consulting services in IoT and software development, indicating a service-heavy model with potential for repeat engagements, though less product-focused.",https://www.vinnter.se,2026-03-25 15:36:09.189052+00:00
556976-8640,Sylog Väst AB,11,false,0.4,40.6225,service_company,consultancy,"Sylog Väst AB operates as a consultancy focused on software development and digitalization, which does not align with Nivo's focus on product-led businesses. The service-heavy nature limits scalability and repeat purchase potential.",https://www.sylog.se,2026-03-25 15:36:09.189052+00:00
556575-1061,Creon promotion AB,12,false,0.4,40.6011,service_company,consultancy,"Creon promotion AB focuses on promotional products and customized workwear, indicating a service-oriented model. While they offer tailored solutions, the lack of a strong product focus limits their fit for Nivo.",https://www.creon.se,2026-03-25 15:36:09.189052+00:00
556229-4529,Anderstorp Hydraulik Aktiebolag,17,false,0.4,40.3092,service_company,installer,"Anderstorp Hydraulik provides hydraulic services and components, indicating a service-heavy model. However, the focus on installation and service limits its fit for Nivo.",https://anderstorphydraulik.se,2026-03-25 15:36:09.189052+00:00
556128-2251,Hallberg-Sekrom Fabriksaktiebolag,38,false,0.4,38.7441,service_company,consultancy,"Hallberg-Sekrom operates as a contract manufacturer with a focus on mechanical processing, indicating a service-heavy model that may not align with Nivo's criteria.",https://www.hsfgroup.com,2026-03-25 15:36:09.189052+00:00
556486-1747,Blekinge Pressgjuteri Aktiebolag,48,false,0.4,38.0495,service_company,manufacturer,"Blekinge Pressgjuteri operates as a contract manufacturer with a focus on customer satisfaction, indicating a service-heavy model that may not align with Nivo's criteria.",https://www.blekingeproal.com,2026-03-25 15:36:09.189052+00:00
556583-1822,Embriq AB,74,false,0.4,37.4832,service_company,consultancy,"Embriq AB provides IT services and consultancy, focusing on digital solutions for the energy sector. However, the presence of consultancy services and lack of clear product offerings limit its fit for Nivo.",https://www.embriq.se/,2026-03-25 15:36:09.189052+00:00
556654-0422,Digitalist Open Tech AB,75,false,0.4,37.4607,service_company,consultancy,"Digitalist Open Tech AB focuses on digital transformation and consultancy services, which may not align with Nivo's criteria for product-led businesses. The emphasis on consultancy limits its fit.",https://digitalist.se/,2026-03-25 15:36:09.189052+00:00
556650-7439,Höglands Logistik AB,76,false,0.4,37.3651,service_company,unknown,"Höglands Logistik AB offers logistics services, including transport and warehousing, but lacks a clear product focus. Its service-heavy model does not align well with Nivo's investment criteria.",https://www.hlogistik.se,2026-03-25 15:36:09.189052+00:00
556493-1656,Secor AB,81,false,0.4,37.2614,service_company,installer,"Secor AB is part of a larger group and focuses on the installation of doors, which is a service-heavy model. This limits its fit for Nivo as it lacks a strong product-led focus.",https://www.secor.se,2026-03-25 15:36:09.189052+00:00
556169-2699,Andrénverken AB,84,false,0.4,37.1553,service_company,installer,"Andrénverken AB provides metal processing and assembly services, which are service-heavy and do not align with Nivo's focus on product-led businesses. The lack of clear product offerings limits its fit.",https://www.andrenverken.se,2026-03-25 15:36:09.189052+00:00
556237-4826,BL-INTERIÖR Aktiebolag,91,false,0.4,37.0514,service_company,installer,"BL-INTERIÖR Aktiebolag is part of a group and focuses on flooring services, which are service-heavy and do not align with Nivo's investment criteria for product-led businesses.",https://www.blinterior.se,2026-03-25 15:36:09.189052+00:00
556974-3320,Knowit Ascend AB,157,false,0.4,35.7165,service_company,consultancy,"Knowit Ascend AB focuses on digitalization and sustainability, offering services in AI, cloud platforms, and cybersecurity. However, it primarily operates as a consultancy, which does not align with Nivo's investment criteria.",https://www.knowit.se,2026-03-25 15:36:09.189052+00:00
556876-6215,AB Vabon,166,false,0.4,35.5555,service_company,installer,"AB Vabon operates in the water and sewage sector, focusing on infrastructure projects. Its service-heavy and installation-focused model does not align with Nivo's investment strategy.",https://www.vabon.se,2026-03-25 15:36:09.189052+00:00
556624-2656,Vertech AB,211,false,0.4,34.6711,service_company,consultancy,"Vertech AB focuses on service and maintenance of industrial conveyor belts, which is service-heavy and does not align with Nivo's investment strategy.",https://www.vertech.se,2026-03-25 15:36:09.189052+00:00
556813-8886,Conoa AB,223,false,0.4,34.4867,service_company,consultancy,"Conoa AB provides IT consultancy services focused on cloud technologies, which does not fit Nivo's criteria for product-led businesses.",https://www.conoa.se,2026-03-25 15:36:09.189052+00:00
556500-7357,Söderströms Skog & Trädgård AB,231,false,0.4,34.3771,service_company,installer,"Söderströms Skog & Trädgård AB focuses on installations and services related to gardening and forestry, which does not align with Nivo's investment focus on product-led companies.",https://www.soderstroms.nu,2026-03-25 15:36:09.189052+00:00
556813-4059,Keeparo AB,249,false,0.4,34.089,service_company,unknown,"Keeparo AB operates as a full-service provider in talent management, which is primarily a service-oriented business. The focus on employer branding and talent attraction does not align with Nivo's investment criteria.",https://www.keeparo.se,2026-03-25 15:36:09.189052+00:00
559244-7113,Astrimant AB,283,false,0.4,33.7392,service_company,unknown,"Astrimant AB provides sustainable solutions in construction, indicating a service-heavy focus. The lack of clear product offerings limits their fit for Nivo.",https://www.astrimant.se,2026-03-25 15:36:09.189052+00:00
556675-2332,INAC Process AB,290,false,0.4,33.6358,service_company,unknown,"INAC Process AB focuses on electrical engineering services, which is service-heavy and lacks clear product differentiation, limiting its fit for Nivo.",https://www.inac.se,2026-03-25 15:36:09.189052+00:00
556606-1056,EMV Stainless AB,324,false,0.4,33.2461,service_company,installer,"EMV Stainless AB specializes in advanced welding and processing of stainless steel, indicating a product-led service model. However, the focus on installation and construction services limits its fit for Nivo.",https://emvholding.se,2026-03-25 15:36:09.189052+00:00
556487-7172,Reco Port Aktiebolag,328,false,0.4,33.2292,service_company,installer,"Reco Port specializes in manufacturing gates, which indicates a product focus, but the emphasis on custom installations suggests a service-heavy model that may not align with Nivo's criteria.",https://www.recoport.se,2026-03-25 15:36:09.189052+00:00
556914-6771,Proline Väst AB,336,false,0.4,33.1605,unknown,installer,"The company specializes in pipe renewal systems, indicating a niche market with potential for repeat business. However, the installation focus raises concerns about scalability and fit for Nivo.",https://www.proline-group.com,2026-03-25 15:36:09.189052+00:00
556564-3458,Thelin Data AB,353,false,0.4,33.0002,service_company,consultancy,"While Thelin Data offers IT products and services, the primary focus appears to be on consultancy, which does not align with Nivo's investment criteria. The evidence indicates a service-heavy model.",https://www.thelindata.se,2026-03-25 15:36:09.189052+00:00
559370-1971,SkyShowtime Nordics AB,444,false,0.4,31.8872,unknown,unknown,"SkyShowtime Nordics AB operates as a streaming service, which is a highly competitive and generic market with low differentiation and scalability potential for Nivo.",https://www.skyshowtime.com,2026-03-25 15:36:09.189052+00:00
556712-0232,Fröjd Interactive AB,450,false,0.4,31.8194,service_company,consultancy,"Fröjd Interactive AB operates as a digital agency, primarily offering consultancy services without clear product offerings or repeat purchase indicators.",https://www.frojd.se,2026-03-25 15:36:09.189052+00:00
556605-7476,Cyient Engineering AB,451,false,0.4,31.813,service_company,consultancy,"Cyient Engineering AB provides engineering services, indicating a service-heavy model with limited product offerings and scalability.",https://www.cyient.com,2026-03-25 15:36:09.189052+00:00
556623-2772,Galore i Uppsala Aktiebolag,101,false,0.35,36.4335,service_company,installer,"Galore i Uppsala Aktiebolag operates as an electrical installation company, which typically falls into a service-heavy category with low scalability and differentiation. Their focus on installations raises concerns about fit for Nivo.",https://www.galore.se,2026-03-25 15:36:09.189052+00:00
556311-5707,AV-Line Aktiebolag,282,false,0.35,33.2924,service_company,installer,"AV-Line focuses on installation and service solutions, which leans towards a service-heavy model. Their affiliation with Selatek indicates a group structure, reducing fit for Nivo.",https://www.av-line.se,2026-03-25 15:36:09.189052+00:00
556641-3711,RK Natursten AB,5,false,0.3,41.2602,service_company,installer,"RK Natursten AB primarily offers installation services for natural stone, which indicates a service-heavy model with low scalability and repeat purchase potential. Their focus on custom solutions suggests limited differentiation.",https://www.rk-natursten.se,2026-03-25 15:36:09.189052+00:00
556473-0801,APC Elinstallatören Aktiebolag,62,false,0.3,36.8302,service_company,installer,"APC Elinstallatören Aktiebolag primarily focuses on electrical installations and services, which leans towards a service-heavy model. Their affiliation with Instalco suggests they are part of a larger group, which diminishes their standalone fit for Nivo.",https://www.apcel.se/,2026-03-25 15:36:09.189052+00:00
556309-6253,Tinter Industriförsäljning AB,94,false,0.3,36.049,unknown,distributor,"Tinter Industriförsäljning AB primarily distributes paint and related products, lacking a strong product differentiation or innovative edge. Their status as part of Layer Group raises concerns about being a generic distributor.",https://www.tinter.se,2026-03-25 15:36:09.189052+00:00
556665-6442,EPG Projektledning AB,106,false,0.3,35.9263,service_company,consultancy,"EPG Projektledning AB operates in project management, which is a service-heavy sector with low scalability and differentiation. Their focus on consulting services does not align with Nivo's criteria.",https://www.epgprojektledning.se,2026-03-25 15:36:09.189052+00:00
559214-5717,Bright Networks AB,200,false,0.3,33.9949,service_company,installer,"Bright Networks AB operates as a full-service company in fiber networks, primarily focusing on installation and construction, which does not align with Nivo's investment criteria.",https://www.brightnetworks.se/,2026-03-25 15:36:09.189052+00:00
556317-9596,Fasadsystem i Stenkullen Aktiebolag,202,false,0.3,33.9556,service_company,installer,"Fasadsystem i Stenkullen Aktiebolag specializes in installation and construction of solar facades and custom solutions, which does not fit Nivo's investment focus.",https://fasadsystem.se,2026-03-25 15:36:09.189052+00:00
556998-1920,Vekst AB,213,false,0.3,33.7609,service_company,consultancy,"Vekst AB operates as a marketing and sales transformation partner, focusing on consultancy services which do not align with Nivo's investment criteria.",https://www.vekst.se,2026-03-25 15:36:09.189052+00:00
556999-4691,Parapix AB,219,false,0.3,33.6261,service_company,consultancy,"Parapix AB operates as a creative production company focusing on film and post-production services, which does not align with Nivo's investment criteria for product-led businesses.",https://parapix.tv,2026-03-25 15:36:09.189052+00:00
556400-7275,Eriksons Chark i Nossebro Aktiebolag,228,false,0.3,33.5366,product_company,manufacturer,"Eriksons Chark specializes in sausage and charcuterie production, which is a niche product but lacks scalability and broader market appeal for Nivo's criteria.",https://www.eriksonschark.se/,2026-03-25 15:36:09.189052+00:00
556858-5318,Qleano AB,245,false,0.3,33.2402,service_company,unknown,"Qleano AB operates as a cleaning service provider, which is generally considered a service-heavy business with low product differentiation. The focus on convenience and quality does not strongly align with Nivo's investment criteria.",https://www.qleano.se,2026-03-25 15:36:09.189052+00:00
556843-4061,Trygga Hiss i Stockholm AB,247,false,0.3,33.2061,service_company,installer,"Trygga Hiss i Stockholm AB provides installation and service for elevators, which is primarily a service-oriented business. The focus on installation and modernization does not align with Nivo's investment focus on product-led companies.",https://www.tryggahiss.se,2026-03-25 15:36:09.189052+00:00
556101-5230,Götaplatsens Foto AB,250,false,0.3,33.1859,service_company,unknown,"Götaplatsens Foto AB operates as a photography store, primarily providing services rather than products. The focus on photo services and retail does not align with Nivo's investment focus on product-led businesses.",https://www.gotaplatsensfoto.se,2026-03-25 15:36:09.189052+00:00
556414-4763,Autoklinik i Malmö Aktiebolag,285,false,0.3,32.8229,service_company,unknown,"Autoklinik i Malmö focuses on automotive glass repair services, which is a service-heavy model with limited product differentiation and scalability.",https://rydsbilglas.se,2026-03-25 15:36:09.189052+00:00
556748-1352,SWELIFT AB,295,false,0.3,32.681,service_company,installer,"SWELIFT focuses on maintenance and service for machinery, which suggests a service-heavy model with limited product differentiation. The emphasis on sustainability is noted, but the core offering appears to be service-oriented.",https://www.swelift.se,2026-03-25 15:36:09.189052+00:00
556957-7959,Åsens Projekt AB,299,false,0.3,32.64,service_company,installer,"Åsens Projekt is part of a group focused on installations, which suggests a service-heavy model. The emphasis on customer relationships and installation services indicates a less product-led approach.",https://asensgroup.se,2026-03-25 15:36:09.189052+00:00
556277-1468,J.N. Elinstallatörer Aktiebolag,303,false,0.3,32.5836,service_company,installer,"J.N. Elinstallatörer focuses on electrical installations and services, indicating a service-heavy model. The lack of product offerings limits its fit for Nivo.",https://jnel.se,2026-03-25 15:36:09.189052+00:00
556291-3557,Svetsprodukter i Piteå Aktiebolag,435,false,0.3,31.0653,unknown,unknown,"The company offers a wide range of products but lacks specificity in product differentiation or a clear business model, making it unsuitable for Nivo.",https://www.svetsprodukter.se,2026-03-25 15:36:09.189052+00:00
556692-9815,Wenderfalck Kommunikation AB,439,false,0.3,31.0449,service_company,consultancy,"Wenderfalck Kommunikation AB focuses on communication consultancy, which is service-heavy and lacks product differentiation, making it unsuitable for Nivo.",https://www.wenderfalck.com,2026-03-25 15:36:09.189052+00:00
559234-0623,Giants and Toys content providers AB,469,false,0.3,30.691,unknown,unknown,"Giants and Toys appears to be a production company focused on artistic projects, lacking clear product offerings or a scalable business model. The description is vague and does not indicate a strong fit for Nivo.",https://www.giantsandtoys.com,2026-03-25 15:36:09.189052+00:00
556207-2396,Sydskiffer Aktiebolag,85,false,0.25,35.7809,service_company,installer,"Sydskiffer Aktiebolag operates in the construction sector, focusing on renovation and restoration services. Its service-heavy model and lack of product focus limit its fit for Nivo.",https://www.sydskiffer.se,2026-03-25 15:36:09.189052+00:00
556099-9210,Falcks Omnibus AB,102,false,0.25,35.5161,service_company,unknown,"Falcks Omnibus AB is primarily a bus transportation service, which is service-heavy and lacks product differentiation. Their historical context does not indicate a scalable or innovative business model.",https://falcksomnibus.se,2026-03-25 15:36:09.189052+00:00
556812-4670,Turner & Townsend AB,112,false,0.25,35.2525,service_company,consultancy,"Turner & Townsend focuses on consultancy services for project delivery, which does not align with Nivo's criteria for product-led businesses. The description is generic and lacks specific product evidence.",https://www.turnerandtownsend.com,2026-03-25 15:36:09.189052+00:00
556607-8811,Bridgepoint AB,113,false,0.25,35.251,unknown,unknown,"Bridgepoint is described as a private equity investor, which does not fit the product-led criteria for Nivo. The information is vague and lacks specific product references.",https://www.bridgepoint.eu,2026-03-25 15:36:09.189052+00:00
559054-6692,Seafrigo Nordic AB,117,false,0.25,35.2039,service_company,unknown,"Seafrigo specializes in cold chain logistics, which is a service-oriented business model that does not align with Nivo's focus on product-led companies. The description lacks specific product evidence.",https://www.seafrigo.com,2026-03-25 15:36:09.189052+00:00
556747-4514,Widings Elektriska AB,119,false,0.25,35.1468,service_company,unknown,"Widings offers traditional Chinese medicine and acupuncture services, which are service-heavy and do not fit the product-led criteria for Nivo. The description is generic and lacks product evidence.",https://www.widings.se,2026-03-25 15:36:09.189052+00:00
556458-6872,Ventab Styr Aktiebolag,126,false,0.25,35.0674,service_company,installer,"The company focuses on ventilation and installation services, which suggests a service-heavy model without clear product differentiation. The description lacks evidence of repeat purchases or scalable business models.",https://www.ventab.se,2026-03-25 15:36:09.189052+00:00
556500-9072,Carlbergs i Göteborg AB,132,false,0.25,34.844,service_company,installer,"The company primarily engages in construction and installation services, which indicates a service-heavy model without clear product differentiation or repeat purchase potential.",https://www.carlbergs.se,2026-03-25 15:36:09.189052+00:00
556476-2093,Draken i Reftele Aktiebolag,141,false,0.25,34.6176,unknown,unknown,"The excerpt does not provide clear information about the company's operations or products, leading to uncertainty about its fit for Nivo.",https://www.qosina.com,2026-03-25 15:36:09.189052+00:00
559057-7507,Advisera AB,142,false,0.25,34.6004,service_company,consultancy,"The company primarily offers consultancy services in telecommunications and insurance, lacking identifiable products or a scalable business model.",https://www.advisera.se,2026-03-25 15:36:09.189052+00:00
559011-7155,Socionomkraft AB,143,false,0.25,34.5825,service_company,consultancy,"The company provides consultancy services for social services, which does not align with Nivo's focus on product-led businesses.",https://www.socionomkraft.se,2026-03-25 15:36:09.189052+00:00
559002-3213,Incluso AB,149,false,0.25,34.459,service_company,consultancy,"Incluso AB focuses on recruitment and consultancy services, lacking a product-led business model.",https://www.incluso.se,2026-03-25 15:36:09.189052+00:00
556663-5792,Södra Århults Torv Aktiebolag,151,false,0.25,34.4249,unknown,unknown,The company develops peat products but lacks clarity on product differentiation or a scalable business model.,https://www.sodraarhultstorv.se,2026-03-25 15:36:09.189052+00:00
556724-6623,DM TAK AB,154,false,0.25,34.3934,service_company,installer,"DM TAK AB primarily offers roofing services, which are installation-focused and do not align with Nivo's investment criteria.",https://www.dmtak.se,2026-03-25 15:36:09.189052+00:00
556716-7704,NA Schakt AB,155,false,0.25,34.3879,service_company,installer,"NA Schakt AB specializes in excavation services, which are installation-based and do not fit Nivo's focus on product-led businesses.",https://www.naschakt.se,2026-03-25 15:36:09.189052+00:00
556526-8421,Mönsterås Bostäder AB,173,false,0.25,33.9348,service_company,unknown,"Mönsterås Bostäder AB is a municipal housing company focused on residential properties, which does not align with Nivo's investment criteria for product-led businesses.",https://www.monsterasbostader.se,2026-03-25 15:36:09.189052+00:00
556534-0014,Netnod AB,179,false,0.25,33.8694,service_company,unknown,"Netnod AB is a non-profit organization focused on internet services, which does not align with Nivo's criteria for product-led businesses.",https://www.netnod.se,2026-03-25 15:36:09.189052+00:00
556436-7067,Örebro Bildemontering Aktiebolag,182,false,0.25,33.8109,service_company,unknown,"Örebro Bildemontering AB is focused on selling used car parts, which does not align with Nivo's investment criteria for product-led businesses.",https://www.orebrobildemo.se,2026-03-25 15:36:09.189052+00:00
556762-3318,Lybab AB,197,false,0.25,33.6149,service_company,unknown,"Lybab AB operates in construction and related services, which does not align with Nivo's investment criteria for product-led businesses.",https://lybab.se,2026-03-25 15:36:09.189052+00:00
556832-9790,Remotion AB,232,false,0.25,32.9995,service_company,consultancy,"The company appears to be primarily a consultancy focused on marketing strategies, lacking identifiable products or a scalable business model.",https://www.remotion.se,2026-03-25 15:36:09.189052+00:00
556993-6684,Elovent AB,236,false,0.25,32.9277,service_company,installer,"Elovent appears to be primarily focused on electrical services and installations, lacking a distinct product offering or scalable model.",https://www.elovent.se,2026-03-25 15:36:09.189052+00:00
556289-7164,Malthe Winje Automation AB,239,false,0.25,32.8809,service_company,installer,"Malthe Winje Automation focuses on marketing automation and installation products, suggesting a service-heavy model without clear product differentiation.",https://www.mwa.se,2026-03-25 15:36:09.189052+00:00
556318-6385,Maskin-Mekano Försäljnings Aktiebolag,241,false,0.25,32.857,service_company,installer,"Maskin-Mekano focuses on providing equipment to the construction industry, indicating a service-heavy and installation-focused business model.",https://www.maskinmekano.se,2026-03-25 15:36:09.189052+00:00
556578-0250,C. Gustafsson Livs Aktiebolag,251,false,0.25,32.7214,service_company,unknown,"The company operates a supermarket, which is a service-heavy business with low differentiation. There is no evidence of a product-led model or repeat purchase indicators beyond typical grocery sales.",https://www.ica.se/butiker/supermarket/hallefors/c-gustafsson-livs-ab-ica-supermarket-hallefors-1090/,2026-03-25 15:36:09.189052+00:00
556464-0497,Ventilationsprojekt i Nyköping AB,273,false,0.25,32.5138,service_company,consultancy,"The company primarily offers contracting and consultancy services in ventilation, which lacks a strong product focus and is heavily service-oriented with low scalability.",https://www.ventilationsprojekt.se,2026-03-25 15:36:09.189052+00:00
556471-7477,TP Mur & Puts Aktiebolag,274,false,0.25,32.5094,service_company,installer,"The company focuses on masonry and facade work, which is service-heavy and lacks a clear product-led model, indicating low scalability and differentiation.",https://www.tpmurputs.se,2026-03-25 15:36:09.189052+00:00
556257-8020,CA consultadministration AB,296,false,0.25,32.2253,service_company,consultancy,"CA consultadministration operates as a non-profit organization focused on circular economy, which indicates a consultancy model. The lack of identifiable products or services limits its fit for Nivo.",https://www.ca.se,2026-03-25 15:36:09.189052+00:00
556921-4058,Archus Affärsutveckling & Projektledning AB,301,false,0.25,32.1714,service_company,consultancy,"Archus operates as a consultancy and advisory firm, which typically does not fit the product-led criteria for Nivo. The focus on guiding projects from concept to completion lacks identifiable products.",https://archus.se,2026-03-25 15:36:09.189052+00:00
556402-1003,Wanås Gods Aktiebolag,318,false,0.25,31.9533,unknown,unknown,"Wanås Gods operates a large organic farm, which does not align with Nivo's focus on product-led businesses. The description lacks evidence of a scalable or differentiated product offering.",https://wanas.se,2026-03-25 15:36:09.189052+00:00
556313-2058,Ljung & Sjöberg Aktiebolag,321,false,0.25,31.919,service_company,consultancy,"Ljung & Sjöberg specializes in workplace alcohol and drug problem management, which aligns more with consultancy services than product-led businesses. The focus on training and policy development lacks evidence of scalability or repeat purchases.",https://www.ljungsjoberg.se,2026-03-25 15:36:09.189052+00:00
556367-4067,AluFlex AB,323,false,0.25,31.9143,unknown,unknown,"The excerpt describes Indutrade as a large international group with over 220 companies, indicating that AluFlex AB may be a subsidiary. There is no specific information about AluFlex's products or services.",https://www.indutrade.com,2026-03-25 15:36:09.189052+00:00
556675-3496,Muskövarvet AB,329,false,0.25,31.8605,service_company,installer,"Muskövarvet AB is a repair and maintenance yard for ships and boats, indicating a service-heavy model focused on installation and repairs, which does not fit Nivo's investment criteria.",https://www.muskovarvet.se,2026-03-25 15:36:09.189052+00:00
556495-5986,F:a GREFS AB,331,false,0.25,31.8253,service_company,installer,"GREFS offers full-service contracting and transport, indicating a service-heavy model focused on installation, which does not align with Nivo's investment focus.",https://www.grefs.se,2026-03-25 15:36:09.189052+00:00
556875-2199,Axelssons i Aby AB,333,false,0.25,31.8165,service_company,unknown,"Axelssons i Aby AB operates as a farm shop and offers various services, indicating a hospitality and retail focus that does not align with Nivo's investment criteria.",https://www.axelssonsiaby.se,2026-03-25 15:36:09.189052+00:00
559256-8108,Nova Park AB,334,false,0.25,31.8137,service_company,unknown,"Nova Park AB operates as a conference facility with hospitality services, indicating a service-heavy model that does not fit Nivo's investment focus.",https://www.novapark.se,2026-03-25 15:36:09.189052+00:00
559030-4530,Wisest AB,335,false,0.25,31.8134,service_company,consultancy,"The company provides a wide range of services including IT solutions and office furnishings, but lacks a clear product focus or differentiation. Evidence suggests a service-heavy model with low repeat purchase potential.",https://www.wisest.se,2026-03-25 15:36:09.189052+00:00
556940-3388,Exellent Syd AB,343,false,0.25,31.7634,service_company,installer,"The company provides workshop services and equipment rental, indicating a service-heavy model with low differentiation and repeat purchase potential.",https://www.exellentsyd.se,2026-03-25 15:36:09.189052+00:00
556742-2018,L & A Falks Lantbruksmaskiner AB,345,false,0.25,31.7221,service_company,installer,"The company focuses on heavy machinery and construction services, indicating a service-heavy model with low differentiation and repeat purchase potential.",https://www.falks.se,2026-03-25 15:36:09.189052+00:00
556822-1195,Boardtalk AB,349,false,0.25,31.69,service_company,consultancy,"The company specializes in recruitment and consulting solutions, which are service-heavy and do not align with Nivo's focus on product-led businesses. The evidence suggests a consultancy model without identifiable products.",https://www.boardtalk.se,2026-03-25 15:36:09.189052+00:00
556337-1375,Sandéns Golv i Helsingborg Aktiebolag,356,false,0.25,31.6009,service_company,installer,"The company specializes in flooring sales and installation, which is primarily service-oriented and does not align with Nivo's focus on product-led businesses. The evidence indicates a service-heavy model.",https://www.sandensgolv.se,2026-03-25 15:36:09.189052+00:00
556369-9817,INSU AB,364,false,0.25,31.5337,service_company,consultancy,"INSU focuses on training and education in the installation industry, which is service-heavy and does not align with Nivo's investment criteria. The evidence suggests a consultancy model without identifiable products.",https://www.insu.se,2026-03-25 15:36:09.189052+00:00
556750-2561,Installera SW AB,401,false,0.25,30.9974,service_company,installer,"The company focuses on electrical installations and project execution, which indicates a service-heavy model. There is no evidence of a product-led or differentiated business model.",https://www.installerael.se/,2026-03-25 15:36:09.189052+00:00
556694-5878,Elinzity AB,402,false,0.25,30.993,service_company,installer,"Elinzity AB provides electrical installation services, indicating a service-heavy business model without clear product differentiation.",https://www.elinzity.se/,2026-03-25 15:36:09.189052+00:00
559374-3510,EVLI AB,410,false,0.25,30.9382,service_company,unknown,"Evli AB is a capital management firm, which does not fit the product-led criteria for Nivo and lacks evidence of a differentiated product offering.",https://www.evli.com/,2026-03-25 15:36:09.189052+00:00
556893-4508,Sandbäckens Sprinkler Mitt AB,413,false,0.25,30.9275,service_company,installer,"Sandbäckens Sprinkler Mitt AB focuses on fire protection services, indicating a service-heavy model without clear product differentiation.",https://www.sandbackens.se/,2026-03-25 15:36:09.189052+00:00
556684-1853,Skandinaviska Områdesskydd AB,414,false,0.25,30.8959,service_company,installer,"Skandinaviska Områdesskydd AB operates as a contractor for area protection, indicating a service-heavy model without clear product differentiation.",https://www.skandinaviska.nu/,2026-03-25 15:36:09.189052+00:00
